source,question_id,insight_subject (auto-filled),insight_direction (auto-filled),raw_value_stem (auto-filled),descriptor_interest_id,raw_value_answer_option (auto-filled),mapped_to_insight_tag,insight_tag_suggestions
question,QID448,Active lifestyle compatibility,WHO_I_AM,What time do you usually work out?,,I don't workout,Exercise is a lower priority,
question,QID449,Active lifestyle compatibility,WHO_I_WANT,It's important that my partner is physically fit.,,No,Partner doesn't need to be fit,
question,QID449,Active lifestyle compatibility,WHO_I_WANT,It's important that my partner is physically fit.,,Yes,Seeks physically fit partner,
question,QID452,Alcohol consumption,WHO_I_AM,I prefer to meet dates for coffee over a drink.,,No,Prefers drinks over a coffee date,
question,QID452,Alcohol consumption,WHO_I_AM,I prefer to meet dates for coffee over a drink.,,Yes,Prefers coffee date over drinks,
question,QID455,Personality,WHO_I_AM,People often see me as a leader.,,No,More of a supporter than leader,
question,QID455,Personality,WHO_I_AM,People often see me as a leader.,,Yes,Seen as a leader,
question,QID456,Attitudes toward monogamy/polyamory,WHO_I_AM,Your date asks to be polyamorous. How do you feel?,,Relieved,Open to polyamory,
question,QID456,Attitudes toward monogamy/polyamory,WHO_I_AM,Your date asks to be polyamorous. How do you feel?,,Overjoyed,Open to polyamory,
question,QID456,Attitudes toward monogamy/polyamory,WHO_I_AM,Your date asks to be polyamorous. How do you feel?,,Anxious,Prefers strict monogamy,
question,QID456,Attitudes toward monogamy/polyamory,WHO_I_AM,Your date asks to be polyamorous. How do you feel?,,Disappointed,Prefers strict monogamy,
question,QID456,Attitudes toward monogamy/polyamory,WHO_I_AM,Your date asks to be polyamorous. How do you feel?,,Prefer not to say,nan,
question,QID457,Attitudes toward monogamy/polyamory,WHO_I_WANT,I'm open to my partner going on dates with other people.,,No,Prefers strict monogamy,
question,QID457,Attitudes toward monogamy/polyamory,WHO_I_WANT,I'm open to my partner going on dates with other people.,,Yes,Open to open relationships,
question,QID459,Conflict resolution,WHO_I_AM,You are upset with your partner. What's your go-to move?,,Talk it out immediately,Communicates directly in conflicts,
question,QID459,Conflict resolution,WHO_I_AM,You are upset with your partner. What's your go-to move?,,Take a break to cool down before talking about it,Approaches conflicts with a level head,
question,QID459,Conflict resolution,WHO_I_AM,You are upset with your partner. What's your go-to move?,,Pretend everything is fine,Non-confrontational in conflicts,
question,QID460,Conflict resolution,WHO_I_AM,Which are you most likely to say during an argument?,,Let's talk this out immediately,Communicates directly in conflicts,
question,QID460,Conflict resolution,WHO_I_AM,Which are you most likely to say during an argument?,,I need time to decompress.,Approaches conflicts with a level head,
question,QID460,Conflict resolution,WHO_I_AM,Which are you most likely to say during an argument?,,Let's pick this up later.,Approaches conflicts with a level head,
question,QID460,Conflict resolution,WHO_I_AM,Which are you most likely to say during an argument?,,"It's ok, we're cool",Non-confrontational in conflicts,
question,QID469,Current family situation,WHO_I_WANT,I'm open to dating someone with kids.,,No,Not open to dating someone with kids,
question,QID469,Current family situation,WHO_I_WANT,I'm open to dating someone with kids.,,Yes,Open to dating someone with kids,
question,QID470,Current family situation,WHO_I_AM,Do you live with anyone? Choose all that apply.,,"Just me, myself, and I",Lives alone,
question,QID470,Current family situation,WHO_I_AM,Do you live with anyone? Choose all that apply.,,Family,Lives with family,
question,QID470,Current family situation,WHO_I_AM,Do you live with anyone? Choose all that apply.,,Pet,Lives with pets,
question,QID470,Current family situation,WHO_I_AM,Do you live with anyone? Choose all that apply.,,Roommate,Lives with roommates,
question,QID470,Current family situation,WHO_I_AM,Do you live with anyone? Choose all that apply.,,Ghost,Lives with a ghost,
question,QID471,Current family situation,WHO_I_WANT,I'm a single parent.,,No,nan,
question,QID471,Current family situation,WHO_I_WANT,I'm a single parent.,,Yes,Single parent,
question,QID472,Current family situation,WHO_I_AM,Do you have any siblings? Choose all that apply.,,I have 1 sibling,Has a sibling,
question,QID472,Current family situation,WHO_I_AM,Do you have any siblings? Choose all that apply.,,I'm an only child,Only child,
question,QID472,Current family situation,WHO_I_AM,Do you have any siblings? Choose all that apply.,,I have 2+ siblings,Has 2+ siblings,
question,QID472,Current family situation,WHO_I_AM,Do you have any siblings? Choose all that apply.,,I have a twin,Has a twin,
question,QID472,Current family situation,WHO_I_AM,Do you have any siblings? Choose all that apply.,,I have an evil twin,Has an evil twin,
question,QID473,Daily routine compatibility,WHO_I_AM,I get up early in the morning.,,No,Sleeps in late,
question,QID473,Daily routine compatibility,WHO_I_AM,I get up early in the morning.,,Yes,Early morning riser,
question,QID474,Daily routine compatibility,WHO_I_AM,Keeping a regular sleep schedule is important.,,No,Flexible sleep schedule,
question,QID474,Daily routine compatibility,WHO_I_AM,Keeping a regular sleep schedule is important.,,Yes,Keeps a regular sleep schedule,
question,QID475,Adventurousness,WHO_I_AM,"When you say you like the outdoors, what do you actually mean?",,"Mountains, national parks, everything!",Enjoys the outdoors,
question,QID475,Adventurousness,WHO_I_AM,"When you say you like the outdoors, what do you actually mean?",,I never said that,Doesn't enjoy the outdoors,
question,QID477,Dietary restrictions,WHO_I_AM,I avoid eating or drinking dairy.,,No,Consumes dairy,
question,QID477,Dietary restrictions,WHO_I_AM,I avoid eating or drinking dairy.,,Yes,Doesn't consume dairy,
question,QID478,Dietary restrictions,WHO_I_AM,Do you adhere to a specific diet? Choose all that apply.,,Ketogenic,Follows a ketogenic diet,
question,QID478,Dietary restrictions,WHO_I_AM,Do you adhere to a specific diet? Choose all that apply.,,Halal,Follows a halal diet,
question,QID478,Dietary restrictions,WHO_I_AM,Do you adhere to a specific diet? Choose all that apply.,,Pescatarian,Follows a pescatarian diet,
question,QID478,Dietary restrictions,WHO_I_AM,Do you adhere to a specific diet? Choose all that apply.,,Flexitarian,Follows a flexitarian diet,
question,QID478,Dietary restrictions,WHO_I_AM,Do you adhere to a specific diet? Choose all that apply.,,Kosher,Follows a kosher diet,
question,QID481,Pastimes,WHO_I_AM,I like watching documentaries.,,No,nan,
question,QID481,Pastimes,WHO_I_AM,I like watching documentaries.,,Yes,Likes to watch documentaries,
question,QID485,Family planning,WHO_I_WANT,I hope my partner would be open to adopting children.,,No,Not open to adoption,
question,QID485,Family planning,WHO_I_WANT,I hope my partner would be open to adopting children.,,Yes,Open to adoption,
question,QID487,Family values,WHO_I_AM,I'm close with my extended family or distant relatives.,,No,nan,
question,QID487,Family values,WHO_I_AM,I'm close with my extended family or distant relatives.,,Yes,Close with extended family,
question,QID488,Family values,WHO_I_AM,Family loyalty is more important than any other relationship.,,No,nan,
question,QID488,Family values,WHO_I_AM,Family loyalty is more important than any other relationship.,,Yes,Strong family loyalty,
question,QID489,Family values,WHO_I_AM,What are some family activities you enjoy? Choose all that apply.,,Family dinner time,Enjoys time with family,
question,QID489,Family values,WHO_I_AM,What are some family activities you enjoy? Choose all that apply.,,Game nights,Enjoys time with family,
question,QID489,Family values,WHO_I_AM,What are some family activities you enjoy? Choose all that apply.,,Going on trips and vacations,Enjoys time with family,
question,QID489,Family values,WHO_I_AM,What are some family activities you enjoy? Choose all that apply.,,Watching movies or TV shows,Enjoys time with family,
question,QID489,Family values,WHO_I_AM,What are some family activities you enjoy? Choose all that apply.,,Celebrating holidays,Enjoys time with family,
question,QID490,Family values,WHO_I_WANT,I'd find it cute if my partner talked to their siblings all the time.,,No,nan,
question,QID490,Family values,WHO_I_WANT,I'd find it cute if my partner talked to their siblings all the time.,,Yes,Stays in touch with family,
question,QID492,Favorite Movie,WHO_I_WANT,My ideal partner must love Star Wars.,,No,Doesn't need to love Star Wars,
question,QID492,Favorite Movie,WHO_I_WANT,My ideal partner must love Star Wars.,,Yes,Star Wars fan,
question,QID493,Favorite Movie,WHO_I_AM,What's your favorite type of movie?,,Animation,Animated movie fan,
question,QID493,Favorite Movie,WHO_I_AM,What's your favorite type of movie?,,Horror,Horror and thriller movie fan,
question,QID493,Favorite Movie,WHO_I_AM,What's your favorite type of movie?,,Action,Action movie fan,
question,QID493,Favorite Movie,WHO_I_AM,What's your favorite type of movie?,,Romance,Romance movie fan,
question,QID493,Favorite Movie,WHO_I_AM,What's your favorite type of movie?,,Comedy,Comedy movie fan,
question,QID494,Favorite Movie,WHO_I_AM,Seeing a movie is a great date idea. ,,No,No movie dates,
question,QID494,Favorite Movie,WHO_I_AM,Seeing a movie is a great date idea. ,,Yes,Likes movie dates,
question,QID496,Financial tendencies,WHO_I_WANT,I prefer to date someone who can stick to a budget.,,No,nan,
question,QID496,Financial tendencies,WHO_I_WANT,I prefer to date someone who can stick to a budget.,,Yes,Sticks to a budget,
question,QID497,Financial tendencies,WHO_I_WANT,I'd love to meet an investment enthusiast.,,No,nan,
question,QID497,Financial tendencies,WHO_I_WANT,I'd love to meet an investment enthusiast.,,Yes,Financial investment enthusiast,
question,QID498,Fitness/Sports,WHO_I_AM,You win a free ticket to any sports event. What's your pick?,,Tennis,Enjoys tennis,
question,QID498,Fitness/Sports,WHO_I_AM,You win a free ticket to any sports event. What's your pick?,,Soccer,Enjoys soccer,
question,QID498,Fitness/Sports,WHO_I_AM,You win a free ticket to any sports event. What's your pick?,,American football,American football fan,
question,QID498,Fitness/Sports,WHO_I_AM,You win a free ticket to any sports event. What's your pick?,,Golf,Enjoys golf,
question,QID498,Fitness/Sports,WHO_I_AM,You win a free ticket to any sports event. What's your pick?,,Formula One,Formula One fan,
question,QID498,Fitness/Sports,WHO_I_AM,You win a free ticket to any sports event. What's your pick?,,Hockey,Enjoys hockey,
question,QID498,Fitness/Sports,WHO_I_AM,You win a free ticket to any sports event. What's your pick?,,Volleyball,Volleyball fan,
question,QID498,Fitness/Sports,WHO_I_AM,You win a free ticket to any sports event. What's your pick?,,Archery,Enjoys archery,
question,QID498,Fitness/Sports,WHO_I_AM,You win a free ticket to any sports event. What's your pick?,,MMA,MMA fan,
question,QID498,Fitness/Sports,WHO_I_AM,You win a free ticket to any sports event. What's your pick?,,Wrestling,Wrestling fan,
question,QID498,Fitness/Sports,WHO_I_AM,You win a free ticket to any sports event. What's your pick?,,Boxing,Enjoys boxing,
question,QID498,Fitness/Sports,WHO_I_AM,You win a free ticket to any sports event. What's your pick?,,Basketball,Enjoys basketball,
question,QID498,Fitness/Sports,WHO_I_AM,You win a free ticket to any sports event. What's your pick?,,Cricket,Enjoys cricket,
question,QID498,Fitness/Sports,WHO_I_AM,You win a free ticket to any sports event. What's your pick?,,Figure skating,Figure skating fan,
question,QID498,Fitness/Sports,WHO_I_AM,You win a free ticket to any sports event. What's your pick?,,Baseball,Enjoys baseball,
question,QID498,Fitness/Sports,WHO_I_AM,You win a free ticket to any sports event. What's your pick?,,None of the above,nan,
question,QID499,Fitness/Sports,WHO_I_AM,Which sports do you like to play? Choose all that apply.,,Basketball,Enjoys basketball,
question,QID499,Fitness/Sports,WHO_I_AM,Which sports do you like to play? Choose all that apply.,,Tennis,Enjoys tennis,
question,QID499,Fitness/Sports,WHO_I_AM,Which sports do you like to play? Choose all that apply.,,Soccer,Enjoys soccer,
question,QID499,Fitness/Sports,WHO_I_AM,Which sports do you like to play? Choose all that apply.,,Rugby,Enjoys rugby,
question,QID499,Fitness/Sports,WHO_I_AM,Which sports do you like to play? Choose all that apply.,,Hockey,Enjoys hockey,
question,QID499,Fitness/Sports,WHO_I_AM,Which sports do you like to play? Choose all that apply.,,Roller skate,Roller skater,
question,QID499,Fitness/Sports,WHO_I_AM,Which sports do you like to play? Choose all that apply.,,Boxing,Enjoys boxing,
question,QID499,Fitness/Sports,WHO_I_AM,Which sports do you like to play? Choose all that apply.,,Yoga,Does yoga,
question,QID499,Fitness/Sports,WHO_I_AM,Which sports do you like to play? Choose all that apply.,,None of the above,nan,
question,QID5,Independence,WHO_I_AM,You like to sometimes spend a day without your partner.,,No,nan,
question,QID5,Independence,WHO_I_AM,You like to sometimes spend a day without your partner.,,Yes,Values time away from partner,
question,QID502,Hobby compatibility,WHO_I_AM,Are you interested in any of these hobbies? Choose all that apply. ,,Foraging,Interested in foraging,
question,QID502,Hobby compatibility,WHO_I_AM,Are you interested in any of these hobbies? Choose all that apply. ,,Birding,Interested in birding,
question,QID502,Hobby compatibility,WHO_I_AM,Are you interested in any of these hobbies? Choose all that apply. ,,Antiquing,Interesting in antiquing,
question,QID502,Hobby compatibility,WHO_I_AM,Are you interested in any of these hobbies? Choose all that apply. ,,Interior design,Interested in interior design,
question,QID503,Creative date preferences,WHO_I_AM,You like to work with your hands. ,,No,Doesn't enjoy working with hands,
question,QID503,Creative date preferences,WHO_I_AM,You like to work with your hands. ,,Yes,Enjoys working with hands,
question,QID506,Hobby compatibility,WHO_I_AM,It's important to share hobbies with the person you're dating. ,,No,Don't need shared hobbies,
question,QID506,Hobby compatibility,WHO_I_AM,It's important to share hobbies with the person you're dating. ,,Yes,Shared hobbies are important,
question,QID507,Money talks,WHO_I_WANT,You'd be more likely to consider a second date with someone who owns their own home. ,,No,nan,
question,QID507,Money talks,WHO_I_WANT,You'd be more likely to consider a second date with someone who owns their own home. ,,Yes,Owns a home,
question,QID508,Money talks,WHO_I_AM,You're willing to take risks when investing.,,No,Risk-averse investor,
question,QID508,Money talks,WHO_I_AM,You're willing to take risks when investing.,,Yes,Takes risks while investing,
question,QID509,Money talks,WHO_I_AM,You'd combine your finances with the right person.,,No,Prefers separate finances,
question,QID509,Money talks,WHO_I_AM,You'd combine your finances with the right person.,,Yes,Willing to combine finances,
question,QID511,Music,WHO_I_AM,Which music genres do you like? Choose all that apply.,,Pop,Likes pop music,
question,QID511,Music,WHO_I_AM,Which music genres do you like? Choose all that apply.,,Rock & roll,Likes rock & roll music,
question,QID511,Music,WHO_I_AM,Which music genres do you like? Choose all that apply.,,Jazz,Likes jazz music,
question,QID511,Music,WHO_I_AM,Which music genres do you like? Choose all that apply.,,Hip hop,Likes hip hop music,
question,QID511,Music,WHO_I_AM,Which music genres do you like? Choose all that apply.,,Country,Likes country music,
question,QID512,Music,WHO_I_AM,Which music genres do you like? Choose all that apply.,,Heavy metal,Likes heavy metal music,
question,QID512,Music,WHO_I_AM,Which music genres do you like? Choose all that apply.,,K-pop,Likes K-pop,
question,QID512,Music,WHO_I_AM,Which music genres do you like? Choose all that apply.,,Classical,Likes classical music,
question,QID512,Music,WHO_I_AM,Which music genres do you like? Choose all that apply.,,EDM,Likes EDM,
question,QID513,Music,WHO_I_AM,Do you consider yourself a music lover?,,No,Not a music lover,
question,QID513,Music,WHO_I_AM,Do you consider yourself a music lover?,,Yes,Music lover,
question,QID515,Open-mindedness,WHO_I_WANT,You think tattoos are hot.,,No,No tattoos,
question,QID515,Open-mindedness,WHO_I_WANT,You think tattoos are hot.,,Yes,Has tattoos,
question,QID516,Open-mindedness,WHO_I_WANT,You want your partner to have piercings.,,No,Doesn't have piercings,
question,QID516,Open-mindedness,WHO_I_WANT,You want your partner to have piercings.,,Yes,Has piercings,
question,QID517,Open-mindedness,WHO_I_AM,You're always down to try new kinds of food. ,,No,Prefers sticking with familiar dishes,
question,QID517,Open-mindedness,WHO_I_AM,You're always down to try new kinds of food. ,,Yes,Open to trying new foods,
question,QID518,Pastimes,WHO_I_AM,You're pretty handy around the house. ,,No,nan,
question,QID518,Pastimes,WHO_I_AM,You're pretty handy around the house. ,,Yes,Handy around the house,
question,QID519,Pastimes,WHO_I_AM,You know how to operate power tools. ,,No,Not handy with power tools,
question,QID519,Pastimes,WHO_I_AM,You know how to operate power tools. ,,Yes,Handy with power tools,
question,QID520,Pastimes,WHO_I_WANT,Does it matter to you if your partner is handy around the house?,,It'd be a nice bonus,Handy around the house,
question,QID520,Pastimes,WHO_I_WANT,Does it matter to you if your partner is handy around the house?,,Not really,Handy around the house,
question,QID520,Pastimes,WHO_I_WANT,Does it matter to you if your partner is handy around the house?,,Yes! I need the help,Handy around the house,
question,QID520,Pastimes,WHO_I_WANT,Does it matter to you if your partner is handy around the house?,,Not sure,nan,
question,QID523,Pastimes,WHO_I_WANT,You'd be thrilled if your date enjoyed these hobbies. Choose all that apply.,,Gardening,Enjoys gardening,
question,QID523,Pastimes,WHO_I_WANT,You'd be thrilled if your date enjoyed these hobbies. Choose all that apply.,,Reading,Enjoys reading,
question,QID523,Pastimes,WHO_I_WANT,You'd be thrilled if your date enjoyed these hobbies. Choose all that apply.,,Journaling,Enjoys journaling,
question,QID523,Pastimes,WHO_I_WANT,You'd be thrilled if your date enjoyed these hobbies. Choose all that apply.,,Shopping,Enjoys shopping,
question,QID523,Pastimes,WHO_I_WANT,You'd be thrilled if your date enjoyed these hobbies. Choose all that apply.,,Volunteering,Volunteers,
question,QID527,Personality,WHO_I_AM,You think white lies are totally fine. ,,No,White lies are not ok,
question,QID527,Personality,WHO_I_AM,You think white lies are totally fine. ,,Yes,White lies can be ok,
question,QID528,Personality,WHO_I_AM,Who are you in your friend group?,,The jokester who makes others laugh,Jokester,
question,QID528,Personality,WHO_I_AM,Who are you in your friend group?,,The one who works out all the time,Physically fit,
question,QID528,Personality,WHO_I_AM,Who are you in your friend group?,,The one with a plan for everything,Planner,
question,QID528,Personality,WHO_I_AM,Who are you in your friend group?,,The smart one everyone turns to,Problem-solver,
question,QID528,Personality,WHO_I_AM,Who are you in your friend group?,,The energizing cheerleader,Cheerful,
question,QID529,Personality,WHO_I_WANT,You tend to enjoy dating nerds.,,No,nan,
question,QID529,Personality,WHO_I_WANT,You tend to enjoy dating nerds.,,Yes,A little nerdy,
question,QID530,Personality,WHO_I_WANT,What's one quality you absolutely can't compromise on in a partner?,,Total honesty,Honest,
question,QID530,Personality,WHO_I_WANT,What's one quality you absolutely can't compromise on in a partner?,,Sense of humor,Appreciates good humor,
question,QID530,Personality,WHO_I_WANT,What's one quality you absolutely can't compromise on in a partner?,,Sense of optimism,Optimistic,
question,QID530,Personality,WHO_I_WANT,What's one quality you absolutely can't compromise on in a partner?,,Intelligence,Smart,
question,QID530,Personality,WHO_I_WANT,What's one quality you absolutely can't compromise on in a partner?,,Kindness,Kind,
question,QID531,Personality,WHO_I_AM,Pick one thing you'd list as your top strength on your resume.,,Self-motivated,Self-motivated,
question,QID531,Personality,WHO_I_AM,Pick one thing you'd list as your top strength on your resume.,,Organized and detail-oriented,Organized and detail-oriented,
question,QID531,Personality,WHO_I_AM,Pick one thing you'd list as your top strength on your resume.,,Problem-solver,Problem-solver,
question,QID531,Personality,WHO_I_AM,Pick one thing you'd list as your top strength on your resume.,,Empathetic,Empathetic,
question,QID531,Personality,WHO_I_AM,Pick one thing you'd list as your top strength on your resume.,,Decisive,Decisive,
question,QID533,Personality,WHO_I_AM,How would you describe your sense of humor?,,I'm fluent in sarcasm,Sarcastic sense of humor,
question,QID533,Personality,WHO_I_AM,How would you describe your sense of humor?,,I specialize in dad jokes,Loves dad jokes,
question,QID533,Personality,WHO_I_AM,How would you describe your sense of humor?,,I thrive on dark humor,Enjoys dark humor,
question,QID533,Personality,WHO_I_AM,How would you describe your sense of humor?,,Self-deprecating,Self-deprecating humor,
question,QID533,Personality,WHO_I_AM,How would you describe your sense of humor?,,Dry wit,Dry sense of humor,
question,QID534,Relationship Values,WHO_I_WANT,I want a partner who can hold their own in a conversation.,,No,Great listener,
question,QID534,Relationship Values,WHO_I_WANT,I want a partner who can hold their own in a conversation.,,Yes,Great conversationalist,
question,QID536,Personality,WHO_I_WANT,You want to meet someone with golden retriever energy.,,No,Not golden retriever energy,
question,QID536,Personality,WHO_I_WANT,You want to meet someone with golden retriever energy.,,Yes,Golden retriever energy,
question,QID537,Relationship Values,WHO_I_AM,Is it necessary to have shared values with everyone you date?,,Unnecessary,nan,
question,QID537,Relationship Values,WHO_I_AM,Is it necessary to have shared values with everyone you date?,,Nice to have,Prefers having shared values,
question,QID537,Relationship Values,WHO_I_AM,Is it necessary to have shared values with everyone you date?,,Needed at most times,Prefers having shared values,
question,QID537,Relationship Values,WHO_I_AM,Is it necessary to have shared values with everyone you date?,,Essential,Shared values are essential,
question,QID538,Relationship Values,WHO_I_AM,What do you bring to a date?,,Excitement,Makes dates exciting,
question,QID538,Relationship Values,WHO_I_AM,What do you bring to a date?,,Great conversation,Great conversationalist,
question,QID538,Relationship Values,WHO_I_AM,What do you bring to a date?,,Great listener,Great listener,
question,QID538,Relationship Values,WHO_I_AM,What do you bring to a date?,,I'm funny,Good sense of humor,
question,QID538,Relationship Values,WHO_I_AM,What do you bring to a date?,,Maturity,Mature,
question,QID539,Relationship Values,WHO_I_WANT,What are you looking for in a partner?,,A great listener,Great listener,
question,QID539,Relationship Values,WHO_I_WANT,What are you looking for in a partner?,,Someone I can trust,Trustworthy,
question,QID539,Relationship Values,WHO_I_WANT,What are you looking for in a partner?,,Someone who inspires me,Inspirational,
question,QID539,Relationship Values,WHO_I_WANT,What are you looking for in a partner?,,A hottie,Physically attractive,
question,QID539,Relationship Values,WHO_I_WANT,What are you looking for in a partner?,,An intellectual equal,Intellectual,
question,QID552,Alcohol consumption,WHO_I_AM,You love wine.,,No,nan,
question,QID552,Alcohol consumption,WHO_I_AM,You love wine.,,Yes,Wine lover,
question,QID553,Food preference,WHO_I_AM,You love seafood.,,No,nan,
question,QID553,Food preference,WHO_I_AM,You love seafood.,,Yes,Seafood lover,
question,QID555,Food preference,WHO_I_AM,You'd splurge on a special meal,,No,Won't splurge on a special meal,
question,QID555,Food preference,WHO_I_AM,You'd splurge on a special meal,,Yes,Would splurge on a special meal,
question,QID556,Dining compatibility,WHO_I_AM,You'll try any type of food once.,,No,Not an adventurous eater,
question,QID556,Dining compatibility,WHO_I_AM,You'll try any type of food once.,,Yes,Adventurous eater,
question,QID557,Dining compatibility,WHO_I_AM,"At restaurants, do you like to share your food?",,No,Prefers not to share food,
question,QID557,Dining compatibility,WHO_I_AM,"At restaurants, do you like to share your food?",,Yes,Shares food at restaurants,
question,QID560,Family planning,WHO_I_AM,You want to have a big family.,,No,nan,
question,QID560,Family planning,WHO_I_AM,You want to have a big family.,,Yes,Wants a big family,
question,QID561,Family planning,WHO_I_AM,You're open to becoming a foster parent. ,,No,Not open to fostering kids,
question,QID561,Family planning,WHO_I_AM,You're open to becoming a foster parent. ,,Yes,Open to fostering kids,
question,QID563,Family planning,WHO_I_AM,You're willing to be a stepparent.,,No,Not open to being a stepparent,
question,QID563,Family planning,WHO_I_AM,You're willing to be a stepparent.,,Yes,Open to being a stepparent,
question,QID564,Fitness/Sports,WHO_I_AM,You enjoy casual team sports.,,No,Doesn't enjoy casual team sports,
question,QID564,Fitness/Sports,WHO_I_AM,You enjoy casual team sports.,,Yes,Enjoys casual team sports,
question,QID565,Organization,WHO_I_AM,You consider yourself a minimalist.,,No,Not a minimalist,
question,QID565,Organization,WHO_I_AM,You consider yourself a minimalist.,,Yes,Minimalist,
question,QID566,Hobby compatibility,WHO_I_AM,"You'd keep your hobbies private, even if your partner wanted to join. ",,No,nan,
question,QID566,Hobby compatibility,WHO_I_AM,"You'd keep your hobbies private, even if your partner wanted to join. ",,Yes,Prefers doing hobbies solo,
question,QID569,Love language,WHO_I_WANT,You are a hugger.,,No,nan,
question,QID569,Love language,WHO_I_WANT,You are a hugger.,,Yes,Values physical affection,
question,QID572,Financial tendencies,WHO_I_AM,You stick to a strict budget.,,No,Flexible with a budget,
question,QID572,Financial tendencies,WHO_I_AM,You stick to a strict budget.,,Yes,Sticks to a budget,
question,QID573,Dining compatibility,WHO_I_AM,You love spicy food.,,No,nan,
question,QID573,Dining compatibility,WHO_I_AM,You love spicy food.,,Yes,Likes spicy food,
question,QID574,Money talks,WHO_I_AM,You’d rather spend money on experiences than material things.,,No,Prefers things over experiences,
question,QID574,Money talks,WHO_I_AM,You’d rather spend money on experiences than material things.,,Yes,Prefers experiences over things,
question,QID575,Money talks,WHO_I_AM,You love it when you find a great discount or coupon.,,No,nan,
question,QID575,Money talks,WHO_I_AM,You love it when you find a great discount or coupon.,,Yes,Prudent saver,
question,QID576,Money talks,WHO_I_AM,You always haggle for a better deal.,,No,nan,
question,QID576,Money talks,WHO_I_AM,You always haggle for a better deal.,,Yes,Prudent saver,
question,QID579,Social views,WHO_I_AM,You look forward to LGBTQ+ Pride Month.,,No,nan,
question,QID579,Social views,WHO_I_AM,You look forward to LGBTQ+ Pride Month.,,Yes,Looks forward to Pride month,
question,QID58,Gaming compatibility,WHO_I_AM,You love video games.,,No,Not a gamer,
question,QID58,Gaming compatibility,WHO_I_AM,You love video games.,,Yes,Gamer,
question,QID581,Music,WHO_I_AM,You enjoy singing.,,No,nan,
question,QID581,Music,WHO_I_AM,You enjoy singing.,,Yes,Not a fan of singing,
question,QID582,Social views,WHO_I_AM,You think wealthy people should pay higher taxes.,,No,Against higher taxes for the rich,
question,QID582,Social views,WHO_I_AM,You think wealthy people should pay higher taxes.,,Yes,Supports higher taxes for the rich,
question,QID593,Pastimes,WHO_I_AM,"You find joy in teaching and sharing your knowledge.
",,No,nan,
question,QID593,Pastimes,WHO_I_AM,"You find joy in teaching and sharing your knowledge.
",,Yes,Enjoys teaching others,
question,QID594,Independence,WHO_I_AM,It's important to you that you get to meet your long term partner's friends. ,,No,Don't need to meet partner's friends,
question,QID594,Independence,WHO_I_AM,It's important to you that you get to meet your long term partner's friends. ,,Yes,Can meet partner's friends,
question,QID598,Cooking,WHO_I_AM,Not knowing how to cook is a red flag for me.,,No,Partner doesn't need to cook,
question,QID598,Cooking,WHO_I_AM,Not knowing how to cook is a red flag for me.,,Yes,Wants partner who can cook,
question,QID599,Cooking,WHO_I_AM,"When you cook, you tend to follow the recipe. ",,No,Cooks creatively,
question,QID599,Cooking,WHO_I_AM,"When you cook, you tend to follow the recipe. ",,Yes,Cooks using a recipe,
question,QID600,Cooking,WHO_I_AM,"When you cook, it's mainly because…",,Homemade meals are more budget friendly.,Cooking is just a chore,
question,QID600,Cooking,WHO_I_AM,"When you cook, it's mainly because…",,I genuinely enjoy cooking.,Loves to cook,
question,QID600,Cooking,WHO_I_AM,"When you cook, it's mainly because…",,I need to follow a strict diet.,Cooking is just a chore,
question,QID600,Cooking,WHO_I_AM,"When you cook, it's mainly because…",,To feed someone else.,Likes to cook for others,
question,QID600,Cooking,WHO_I_AM,"When you cook, it's mainly because…",,Just one of the chores I have to do.,Cooking is just a chore,
question,QID604,Pastimes,WHO_I_AM,You actively seek out new scientific facts for fun.,,No,nan,
question,QID604,Pastimes,WHO_I_AM,You actively seek out new scientific facts for fun.,,Yes,Enjoys scientific facts,
question,QID605,Pet friendliness,WHO_I_AM,I'm a proud plant parent.,,No,Not a plant parent,
question,QID605,Pet friendliness,WHO_I_AM,I'm a proud plant parent.,,Yes,Plant parent,
question,QID608,Smoking,WHO_I_AM,I vape.,,No,Doesn't vape,
question,QID608,Smoking,WHO_I_AM,I vape.,,Yes,Vapes,
question,QID61,Creative date preferences,WHO_I_AM,What would you like to spend time doing?,,Watching a dance performance,Enjoys dance performances,
question,QID61,Creative date preferences,WHO_I_AM,What would you like to spend time doing?,,Attending a concert,Enjoys live music performances,
question,QID61,Creative date preferences,WHO_I_AM,What would you like to spend time doing?,,Getting crafty with a hands-on project,Enjoys hands-on creative projects,
question,QID61,Creative date preferences,WHO_I_AM,What would you like to spend time doing?,,Exploring a famous art gallery,Enjoys exploring art galleries,
question,QID61,Creative date preferences,WHO_I_AM,What would you like to spend time doing?,,Attending a sporting event,Enjoys sporting events,
question,QID610,Dating intention,WHO_I_AM,A long distance relationship is worth the try.,,No,Prefers local dating,
question,QID610,Dating intention,WHO_I_AM,A long distance relationship is worth the try.,,Yes,Open to long distance dating,
question,QID611,Dating intention,WHO_I_AM,How far are you willing to travel to meet your date?,,Preferably within walking distance,Prefers local dating,
question,QID611,Dating intention,WHO_I_AM,How far are you willing to travel to meet your date?,,Within 30 minutes by car,Prefers local dating,
question,QID611,Dating intention,WHO_I_AM,How far are you willing to travel to meet your date?,,Maybe an hour or so by car,Open to moderate traveling for dates,
